"Assigned_Breach_Number",Date_Reported_To_OCA,Organization_Name,"Breach_Type_Description","Breach_Occur_at_the_Reporting_Entity?","MA_Residents_Affected",SSN_Breached,"Account_Number_Breached","Drivers_Licenses_Breached","Credit_Debit_Numbers_Breached","Provided_Credit_Monitoring","Data_Encrypted","Mobile_Device_Lost_Stolen"
11381,6/14/2017,"Pinto Mucenski HooperVanHouse & Co.",Electronic,Yes,2,Yes,,,,Yes,,
11382,6/14/2017,Salem Five,Electronic,,19,,,,Yes,,,
11383,6/14/2017,"Intuit, Inc.",Electronic,Yes,280,Yes,Yes,,,Yes,,
11408,6/14/2017,Provident Credit Union,Electronic,,1,Yes,,,,Yes,,
11384,6/15/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11385,6/15/2017,Universal Business Team LLC,Electronic,Yes,12,,,,Yes,,,
11386,6/15/2017,"American Express Travel RelatedServices Company, Inc.",Electronic,,8,,,,Yes,,,
11387,6/15/2017,"American Express Travel RelatedServices, Inc.",Electronic,,1,,,,Yes,,,
11388,6/15/2017,Adams Community Bank,Electronic,,7,,,,Yes,,,
11389,6/15/2017,"Sadd Velazquez HigashiShammaa, LLP",Electronic,Yes,15,Yes,Yes,,,Yes,,
11407,6/15/2017,"Bridge Investment Group, LLC",Electronic,Yes,45,Yes,Yes,,,Yes,,
11400,6/16/2017,Mutual One Bank,Electronic,,2,,,,Yes,,,
11401,6/16/2017,Eastern Bank,Electronic,,1158,,,,Yes,,,
11402,6/16/2017,"Massood & Company, PA",Electronic,,15,Yes,,,,Yes,,
11403,6/16/2017,Savers Bank,Electronic,,2,,,,Yes,,,
11390,6/16/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
11391,6/16/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
11392,6/16/2017,Adams Community Bank,Electronic,,1,,,,Yes,,,
11393,6/16/2017,Santander,Paper,Yes,1,,Yes,,,Yes,,
11394,6/16/2017,Principal Financial Group,Electronic,Yes,1,Yes,,,,Yes,,
11395,6/16/2017,"Ameriprise Financial, Inc.",Paper,,1,Yes,,,,Yes,,
11396,6/16/2017,"Assurant Inc. as agent forCitiMortgage, Inc.",Paper,Yes,8,,Yes,,,Yes,,
11397,6/16/2017,Neighborhood Health Plan,Paper,Yes,1,Yes,,,,,,
11398,6/16/2017,Bank of America,Undefined,Yes,1,,Yes,,Yes,Yes,,
11399,6/19/2017,Massachusetts General Hospital,Paper,Yes,1,,Yes,,,,,
11409,6/19/2017,"The Phillips Club ManagementCompany, Inc.",Electronic,Yes,2,Yes,Yes,,,Yes,,
11410,6/19/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11411,6/19/2017,Occidental College,Electronic,Yes,55,,Yes,,,,,
11412,6/19/2017,"American Express Travel RelatedServices, Inc.",Electronic,,1465,,,,Yes,,,
11413,6/19/2017,"Torrance Memorial MedicalCenter",Electronic,Yes,4,Yes,,,,Yes,,
11404,6/19/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11405,6/19/2017,Savers Bank,Electronic,,3,,,,Yes,,,
11406,6/19/2017,Winchester Savings Bank,Electronic,,2,,,,Yes,,,
11478,6/20/2017,Meepos & Company,Electronic,Yes,11,Yes,Yes,,,Yes,,
11414,6/20/2017,Home Point Financial Corporation,Electronic,Yes,6020,Yes,Yes,Yes,Yes,Yes,,
11415,6/20/2017,"Whole Foods Market Services,Inc.",Electronic,Yes,3,Yes,Yes,,,Yes,,
11416,6/20/2017,Salem Five,Electronic,,1,,,,Yes,,,
11417,6/20/2017,Salem Five,Electronic,,3,,,,Yes,,,
11418,6/20/2017,"Tampa Bay Surgery Center, Inc.",Electronic,Yes,3,Yes,,,,Yes,,
11419,6/20/2017,Southern Tide,Electronic,Yes,165,,,,Yes,,,
11420,6/20/2017,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
11421,6/21/2017,Fidelity Investments,Paper,Yes,1,,Yes,,,Yes,,
11422,6/21/2017,"The Prudential InsuranceCompany of America",Electronic,Yes,16,Yes,,,,Yes,,
11423,6/21/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11424,6/21/2017,Rockland Trust Company,Paper,Yes,1,,Yes,,,,,
11425,6/21/2017,The Village Bank,Electronic,,10,,,,Yes,,,
11426,6/21/2017,Jones Day,Electronic,,4,,,,Yes,Yes,,
11427,6/21/2017,"National Treasury EmployeesUnion",Electronic,Yes,2,Yes,,,,Yes,,
11428,6/22/2017,Pilgrim Bank,Electronic,,2,,,,Yes,,,
11429,6/22/2017,St. Elizabeth's Medical Center,Paper,Yes,1,Yes,,,,Yes,,
11430,6/22/2017,Main Street Bank,Electronic,,10,,,,Yes,,,
11431,6/22/2017,Main Street Bank,Electronic,,1,,,,Yes,,,
11440,6/22/2017,Santander,Electronic,Yes,284,,,,Yes,,,
11441,6/22/2017,"Ameriprise Financial, Inc.",Paper,Yes,1,Yes,Yes,,,Yes,,
11442,6/22/2017,"American Express Travel RelatedServices, Inc.",Electronic,,113,,,,Yes,,,
11443,6/23/2017,Adams Community Bank,Electronic,,4,,,,Yes,,,
11444,6/23/2017,David Turrentine & Associates Inc,Electronic,Yes,6,Yes,,,,Yes,,
11445,6/23/2017,The Village Bank,Electronic,,1,,Yes,,,,,
11446,6/23/2017,The Village Bank,Electronic,,1,,Yes,,,,,
11447,6/23/2017,Gordon Food Service Inc,Electronic,Yes,1,Yes,Yes,,,,,
11448,6/23/2017,Caliber Home Loans Inc,Electronic,Yes,290,Yes,Yes,Yes,,Yes,,
11449,6/23/2017,STV Group Inc,Electronic,Yes,1,Yes,Yes,,,Yes,,
11450,6/23/2017,Massachusetts Eye and Ear,Paper,Yes,10,,Yes,,,,,
11451,6/23/2017,Discover Financial Services,Electronic,,1833,,,,Yes,,,
11432,6/23/2017,St. Mary's Credit Union,Electronic,,3,,,,Yes,,,
11433,6/23/2017,"GolfTec Enterprises, LLC",Electronic,Yes,702,,,,Yes,,,
11434,6/26/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
11435,6/26/2017,Mutual One Bank,Electronic,,2,,,,Yes,,,
11436,6/26/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
11437,6/26/2017,St. Mary's Credit Union,Electronic,,2,,Yes,,Yes,,,
11438,6/26/2017,American Express,Electronic,,2,,,,Yes,,,
11439,6/26/2017,Burdette Smith & Bish,Electronic,Yes,6,Yes,Yes,,Yes,Yes,,
11452,6/26/2017,Pilgrim Bank,Electronic,,4,,,,Yes,,,
11453,6/26/2017,DirectPath LLC,Electronic,Yes,2,Yes,,,,Yes,,Yes
11454,6/26/2017,Pentagon Federal Credit Union,Electronic,Yes,65,,Yes,,,Yes,,
11460,6/26/2017,Bridgewater Savings,Electronic,Yes,5,Yes,,,,Yes,,
11461,6/26/2017,The Milford National Bank,Electronic,Yes,29,Yes,Yes,Yes,,Yes,,
11462,6/27/2017,Concord Academy,Electronic,Yes,4,,,,Yes,,,
11463,6/27/2017,Houston Community College,Electronic,,1,Yes,,,,Yes,,
11626,6/27/2017,"Southern New HampshireUniversity",Electronic,Yes,2,Yes,,,,Yes,,
11464,6/28/2017,Salem Five,Electronic,,7,,,,Yes,,,
11465,6/28/2017,LPL Financial LLC,Paper,Yes,1,Yes,,,,Yes,,
11455,6/28/2017,Pilgrim Bank,Electronic,,2,,,,Yes,,,
11456,6/28/2017,Winchester Physician Associates,Undefined,Yes,1,Yes,,,,Yes,,
11457,6/29/2017,"Maxim Integrated Products, Inc.",Electronic,,2,,,,Yes,,,
11458,6/29/2017,"Google, Inc.",Electronic,,57,,,,Yes,Yes,,
11459,6/29/2017,Miraval Arizona Resort & Spa,Electronic,,12,,,,Yes,,,
11466,6/29/2017,"Robert T. Bencivenga, CPA",Electronic,Yes,3,Yes,Yes,,,Yes,,
11467,6/29/2017,"Paul Stuart, Inc.",Electronic,,274,,,,Yes,,,
11468,6/29/2017,Good Samaritan Medical Center,Electronic,Yes,2,Yes,,,,,,
11469,6/29/2017,"Karp, Ackerman, & Hogan, CPAs,PC",Electronic,Yes,84,Yes,,,,Yes,,
11470,6/30/2017,Emmanuel College,Electronic,Yes,5,Yes,Yes,,,Yes,,
11471,6/30/2017,"Torchon & Associates, Inc.",Electronic,,3,Yes,Yes,,,Yes,,
11472,6/30/2017,"Reverse Mortgage Funding, LLC",Electronic,Yes,4,Yes,,,,Yes,,
11473,6/30/2017,Betty Lou's Inc.,Electronic,Yes,8,,,,Yes,Yes,,
11474,6/30/2017,"State Street Wealth ManagerServices",Electronic,Yes,9,,Yes,,,,,
11475,6/30/2017,"State Street Wealth ManagerServices",Electronic,Yes,113,Yes,,,,Yes,,
11476,6/30/2017,Life Time Fitness Inc,Electronic,Yes,2,,Yes,,,,,
11477,6/30/2017,Trump Hotels,Electronic,,62,,,,Yes,,,
11479,6/30/2017,"The Commonwealth of MA -Deptof Revenue",Paper,Yes,1,Yes,,,,,,
11480,6/30/2017,"The Commonwealth of MA -Deptof Revenue",Paper,Yes,5,Yes,,,,,,
11481,6/30/2017,"The Commonwealth of MA -Deptof Revenue",Paper,Yes,5,Yes,,,,,,
11482,7/3/2017,Captital One,Electronic,Yes,10,,,,Yes,Yes,,
11484,7/3/2017,American Express,Electronic,,296,,,,Yes,,,
11485,7/3/2017,"Gomerdinger and Associates,LLC",Electronic,Yes,9,Yes,Yes,,,,,
11486,7/3/2017,TALX Corporation,Electronic,,1,Yes,,,,Yes,,
11487,7/3/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
11488,7/3/2017,Auburn University,Electronic,Yes,1,Yes,,,,Yes,,
11489,7/5/2017,LCS-WP LLC d/b/a Walnut Place,Electronic,Yes,4,Yes,Yes,Yes,Yes,Yes,,
11490,7/5/2017,Watertown Savings Bank,Electronic,,45,,Yes,,,,,
11483,7/5/2017,Loews Hotels & Co.,Electronic,,1172,,,,Yes,,,
11499,7/5/2017,Pilgrim Bank,Electronic,,5,,,,Yes,,,
11500,7/5/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
11491,7/6/2017,American Express,Electronic,,138,,,,Yes,,,
11492,7/6/2017,Citizens Financial Group,Electronic,Yes,1,,,,Yes,,,
11493,7/6/2017,Capital One,Paper,Yes,1,,,,Yes,Yes,,
11495,7/6/2017,"Preferred Hotel Group, Inc.",Electronic,,7301,,,,Yes,,,
11784,7/6/2017,Eagle Bank,Electronic,,266,,,,Yes,,,
11861,7/7/2017,"Curriculum Associates, LLC",Electronic,,20,Yes,Yes,,,Yes,,
11496,7/7/2017,Four Seasons Hotels Limited,Electronic,,622,,,,,,,
11497,7/7/2017,Salem Five,Electronic,,1,,,,Yes,,,
11498,7/7/2017,Cape Cod Five,Paper,Yes,1,,Yes,,,,,
11494,7/7/2017,Main Street Bank,Electronic,,1,,,,Yes,,,
11501,7/7/2017,Spark Pay Online Store,Electronic,Yes,1020,,,,Yes,Yes,,
11502,7/7/2017,Hard Rock International,Electronic,,142,,,,Yes,,,
11503,7/7/2017,"Golf & Ski Warehouse, Inc.",Electronic,Yes,637,,,,Yes,,,
11504,7/7/2017,Auberge Resorts LLC,Electronic,,5,,,,Yes,,,
11505,7/7/2017,"New World Hotel ManagementLimited dba Rosewood HotelGroup",Electronic,,20,,,,Yes,,,
11506,7/7/2017,Open Text Corporation,Electronic,Yes,7,,,Yes,,,,
11507,7/8/2017,Seagate Technology LLC,Electronic,,3,,,,Yes,,,
11508,7/10/2017,Neighborhood Health Plan,Electronic,,1,Yes,,,,,,
11509,7/10/2017,"Peachtree Neurological Clinic, PC",Electronic,Yes,93,Yes,,Yes,,,,
11510,7/10/2017,The Federal Savings Bank,Electronic,Yes,7,Yes,Yes,,,Yes,,Yes
11511,7/10/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11512,7/10/2017,Metro Credit Union,Electronic,Yes,1,Yes,,,,Yes,,
11513,7/10/2017,Eastern Bank,Electronic,,2435,,,,Yes,,,
11514,7/10/2017,Aqua-Aston Hospitality LLC,Electronic,,63,,,,Yes,,,
11515,7/10/2017,Salem Five,Electronic,,1,,,,Yes,,,
11516,7/10/2017,Costco,Electronic,Yes,2,,,,Yes,Yes,,
11517,7/10/2017,Movement Mortgage,Electronic,Yes,60,,Yes,,Yes,Yes,,
11519,7/10/2017,Adams Community Bank,Electronic,,8,,,,Yes,,,
11521,7/11/2017,Fidelity Investments,Electronic,Yes,2,,Yes,,,Yes,,
11522,7/11/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11523,7/11/2017,"Transamerica RetirementSolutions",Electronic,Yes,2,Yes,Yes,,,Yes,,
11524,7/11/2017,"Best Buy Co., Inc.",Electronic,Yes,1,,,,Yes,Yes,,
11525,7/11/2017,Pacific Science Center,Electronic,Yes,1,Yes,,,,Yes,,
11518,7/11/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11532,7/11/2017,"Beacon CommunitiesGeorgetown Homes Two LLCand Beacon ResidentialManagement Limited Partnership",Paper,Yes,3,Yes,Yes,,,Yes,,
11533,7/12/2017,"CBRE, Inc.",Electronic,,6,,,,Yes,Yes,,
11534,7/12/2017,News Corporation,Electronic,,3,,,,Yes,Yes,,
11526,7/12/2017,"Fate Therapeutics, Inc",Electronic,Yes,8,Yes,,,,Yes,,
11527,7/12/2017,Brigham Young University,Electronic,Yes,3,Yes,Yes,,,Yes,,
11528,7/12/2017,Club Quarters Hotels,Electronic,,558,,,,Yes,,,
11529,7/12/2017,Logan Community Resource Inc,Electronic,Yes,3,Yes,,,,,,
11530,7/12/2017,Oath Inc.,Electronic,,31,,,,Yes,,,
11531,7/12/2017,"American Express Travel RelatedServices Company Inc",Electronic,,1,,,,Yes,,,
11541,7/13/2017,Beacon Communities,Paper,Yes,3,Yes,,,,Yes,,
11542,7/13/2017,Intuit,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
11543,7/13/2017,"Farmers & Merchants TrustCompany of Chambersburg",Electronic,Yes,1,Yes,Yes,,,Yes,,
11545,7/13/2017,"Harvest Bible Chapel d/b/a Walkin the World Ministries",Electronic,,86,,,,Yes,,,
11535,7/13/2017,Pilgrim Bank,Electronic,,2,,,,Yes,,,
11536,7/13/2017,Willers Towers Watson,Electronic,,11,,,,Yes,Yes,,
11537,7/13/2017,"Wells Fargo Bank, NA",Paper,Yes,1,,Yes,,,Yes,,
11538,7/13/2017,"The Cooperative Bank of CapeCod",Electronic,,497,,,,Yes,,,
11539,7/14/2017,Salem Five,Electronic,,1,,,,Yes,,,
11540,7/14/2017,Salem Five,Electronic,,1,,,,Yes,,,
11546,7/14/2017,"The Estee Lauder Companies,Inc.",Electronic,,2,,,,Yes,Yes,,
11547,7/14/2017,Ingis and Company,Electronic,Yes,4,Yes,,,,Yes,,
11548,7/14/2017,Savers Bank,Electronic,,5,,,,Yes,,,
11549,7/14/2017,Covanta Holding Corporation,Electronic,Yes,92,Yes,Yes,,,Yes,,
11550,7/14/2017,"Aspen Tennessee, LLC d/b/aHotel Preston",Electronic,Yes,3,,,,Yes,,,
11551,7/14/2017,"Burdette, Smith, & Bish",Electronic,Yes,170,Yes,Yes,,Yes,Yes,,
11552,7/14/2017,"Ameriprise Financial, Inc.",Electronic,,2,Yes,Yes,,,Yes,,
11553,7/14/2017,The Village Bank,Electronic,,2,,,,Yes,,,
11554,7/14/2017,"Farmers and Merchants TrustCompany",Electronic,Yes,1,Yes,Yes,,,Yes,,
11555,7/14/2017,Middlesex Savings Bank,Electronic,Yes,63,,Yes,,,,,
11556,7/16/2017,"SBE ENT Holdings, LLC",Electronic,,17,,,,Yes,,,
11558,7/17/2017,Two Roads Hospitality LLC,Electronic,,2289,,,,Yes,,,
11560,7/17/2017,Partners Health Care at Home,Paper,Yes,11,,Yes,,,Yes,,
11561,7/18/2017,Bayer Corporation,Electronic,Yes,1,,Yes,,,Yes,,
11562,7/18/2017,Whitinger & Company LLC,Electronic,Yes,17,Yes,Yes,Yes,,Yes,,
11567,7/18/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11568,7/18/2017,"SportsMem, Inc.",Electronic,Yes,1005,,,,Yes,,,
11569,7/18/2017,Sage Hospitality LLC,Electronic,,5,,,,Yes,,,
11557,7/18/2017,"Sunbelt Rentals, Inc.",Electronic,Yes,1,Yes,Yes,,,Yes,,
11570,7/19/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11571,7/19/2017,Great Wolf Resorts Inc,Electronic,,8,,,,Yes,,,
11572,7/19/2017,The Village Bank,Electronic,,1,,Yes,,Yes,,,
11573,7/19/2017,"Remington Lodging & HospitalityLLC and Associates",Electronic,,267,,,,Yes,,,
11563,7/19/2017,JP Morgan Chase Bank,Electronic,Yes,1,Yes,Yes,,,Yes,,
11564,7/19/2017,"Massachusetts Mutual LifeInsurance Company",Electronic,,39,,,,Yes,,,
11565,7/19/2017,Adams Community Bank,Electronic,,1,,,,Yes,Yes,,
11566,7/19/2017,"Mortgage Network, Inc.",Both,Yes,1,Yes,,,,Yes,,
11574,7/20/2017,Salem Five,Electronic,,1,,,,Yes,,,
11575,7/20/2017,Salem Five,Electronic,,1,,,,Yes,,,
11576,7/20/2017,Verizon,Electronic,,4,,,,Yes,,,
11577,7/20/2017,Nantucket Island Resorts LLC,Electronic,,5,,,,Yes,,,
11578,7/20/2017,Charles Schwab,Electronic,,2,,,,Yes,,,
11579,7/20/2017,Time Warner Inc.,Electronic,,8,,,,Yes,,,
11581,7/20/2017,Middlesex Savings Bank,Electronic,Yes,76,,Yes,,,Yes,,
11582,7/21/2017,"Standard InternationalManagement LLC",Electronic,,275,,,,Yes,,,
11583,7/21/2017,"Global Enterprise TechnologiesCorp.",Electronic,Yes,5,Yes,Yes,,Yes,,,
11584,7/21/2017,Chizner & Company CPA's LLC,Electronic,Yes,5,Yes,Yes,,,Yes,,
11585,7/21/2017,"Jeffrey M. Glasser, CPA, LLC",Electronic,Yes,5,Yes,,,,Yes,,
11586,7/21/2017,"Value Eyecare Network, Inc.d/b/a 39dollarglasses.com",Electronic,Yes,4623,,,,Yes,,,
11587,7/21/2017,Sydell Partners,Electronic,,90,,,,Yes,,,
11588,7/21/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11589,7/21/2017,Fidelity Investments,Electronic,Yes,2,,Yes,,,Yes,,
11591,7/21/2017,Keller Williams Realty Inc,Electronic,Yes,7134,Yes,,,,Yes,,
11592,7/21/2017,Discover,Electronic,,3975,,,,Yes,,,
11593,7/24/2017,Intuit,Electronic,,11,Yes,Yes,Yes,,,,
11594,7/24/2017,The Travel Team Inc,Electronic,,,,,,Yes,,,
11595,7/24/2017,"Katz, Abosch, Windesheim,Gersham & Freedman, P.A.",,Yes,1,Yes,,,,Yes,,
11596,7/24/2017,Conde Nast,Electronic,Yes,1,,,,Yes,,,
11597,7/24/2017,Rockland Trust Company,Paper,Yes,2,,Yes,,,,,
11598,7/24/2017,St. Mary's Credit Union,Electronic,,4,,,,Yes,,,
11599,7/24/2017,Saint-Gobain Corporation,Electronic,,6,,,,Yes,Yes,,
11600,7/24/2017,Hussmann Corporation,Electronic,Yes,1,,Yes,,,Yes,,
11601,7/24/2017,Savers Bank,Electronic,,5,,,,Yes,,,
11606,7/24/2017,"Massachusetts Department ofPublic Health",Electronic,Yes,375,Yes,,,,,,
11607,7/24/2017,Outrigger Hotels Hawaii,Electronic,,4,,,,,,,
11608,7/24/2017,The Sandman Santa Rosa,Electronic,,2,,,,Yes,,,
11609,7/24/2017,Virgin Hotels Chicago LLC,Electronic,,11,,,,Yes,,,
11612,7/24/2017,JP Morgan Chase Bank,Electronic,Yes,1,Yes,Yes,,,Yes,,
11613,7/24/2017,Fidelity Investments,Paper,Yes,57,,Yes,,,Yes,,
11614,7/24/2017,"Metropolitan Life InsuranceCompany",Electronic,Yes,152,Yes,Yes,,,Yes,,
11590,7/24/2017,"TALX Corporation, a whollyowned subsidiary of Equifax, Inc.",Electronic,Yes,179,Yes,,,,Yes,,
11617,7/25/2017,Avanti Markets Inc,Electronic,Yes,1848,,,,Yes,Yes,,
11610,7/25/2017,"Nussbaum Yates Berg Klein &Wolpow, LLP",Electronic,Yes,1,Yes,,,,,,
11602,7/25/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11603,7/25/2017,Hamilton Zanze & Company,Electronic,Yes,5,Yes,,,,Yes,,Yes
11604,7/25/2017,"The Vanguard Group, Inc.",Paper,Yes,1,,Yes,,,,,
11605,7/25/2017,"Hartz Hotel Services, Inc.",Electronic,,145,,,,Yes,,,
11611,7/26/2017,The Al J. Schneider Company,Electronic,Yes,119,,,,Yes,,,
11618,7/26/2017,"Delek US Holdings, Inc.",Electronic,Yes,12,Yes,,,,Yes,,Yes
11619,7/26/2017,Virgin America,Electronic,Yes,1,Yes,,Yes,,,,
11620,7/26/2017,St. Mary's Credit Union,Electronic,,17,,,,Yes,,,
11621,7/26/2017,"Hilderbrand & Clark, CPA",Electronic,Yes,4,Yes,Yes,,,,,
11622,7/26/2017,GlassRoom Advisors LLC,Electronic,Yes,1,Yes,Yes,,,,,
11615,7/26/2017,"Chang-Sheng, Inc. DBADirectron.com",Electronic,,12,,,,Yes,,,
11623,7/27/2017,"American Express Travel RelatedServices Company, Inc.",Electronic,,3,,,,Yes,,,
11624,7/27/2017,"American Express Travel RelatedServices, Inc.",Electronic,,22,,,,Yes,,,
11625,7/27/2017,Rockland Trust Company,Paper,Yes,1,Yes,,,,,,
11627,7/27/2017,"The Vanguard Group, Inc.",Paper,Yes,1,Yes,Yes,,,Yes,,
11628,7/27/2017,"American Express Travel RelatedServices, Inc.",Electronic,,3,,,,Yes,,,
11629,7/27/2017,"American Express Travel RelatedServices Company, Inc.",Electronic,,7,,,,Yes,,,
11630,7/27/2017,Kentucky Wesleyan College,Electronic,Yes,3,Yes,Yes,,,Yes,,
11631,7/27/2017,Conde Nast,Electronic,,1,,,,Yes,,,
11632,7/28/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
11633,7/28/2017,The Vanguard Group Inc,Paper,,3,Yes,,,,Yes,,
11634,7/28/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
11635,7/28/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
11636,7/28/2017,Kimpton Hotels & Restaurants,Electronic,,910,,,,Yes,,,
11637,7/28/2017,Justice Resource Institute,Paper,Yes,56,Yes,,,,,,
11638,7/28/2017,"FPI Management, Inc.",Paper,Yes,1,Yes,Yes,,,Yes,,
11639,7/28/2017,Stout Street Hospitality,Electronic,,117,,,,Yes,,,
11640,7/28/2017,Salt Hotels LLC,Electronic,,41,,,,Yes,,,
11641,7/28/2017,"Steel Technology LLC dba HydroFlask",Electronic,Yes,676,,,,Yes,Yes,,
11643,7/28/2017,"American Express Travel RelatedServices, Inc.",Electronic,,7,,,,Yes,,,
11644,7/31/2017,Salem Five,Electronic,,11,,,,Yes,,,
11645,7/31/2017,Citizens Financial Group,Electronic,Yes,4542,,,,Yes,,,
11646,7/31/2017,"Coca-Cola European PartnersPLC",Paper,,1,,Yes,,,,,
11647,7/31/2017,Savers Bank,Electronic,,1,,,,Yes,,,
11648,7/31/2017,Savers Bank,Electronic,,4,,,,Yes,,,
11649,7/31/2017,Bank of Amercica,Electronic,Yes,2,Yes,Yes,,Yes,Yes,,
11650,7/31/2017,Fidelity Investments,Paper,Yes,1,,,Yes,,Yes,,
11651,7/31/2017,Belmont Savings Bank,Both,Yes,1,,Yes,,,,,
11652,7/31/2017,Montachusett Home Care Corp,Electronic,Yes,1,Yes,,,,Yes,,
11653,7/31/2017,"Commonwealth of MA ExecutiveOffice of Health and HumanServices",Electronic,,2,Yes,,,,,,
11654,7/31/2017,Woodside Hotels and Resorts,Electronic,,97,,,,Yes,,,
11655,7/31/2017,Salem Five,Electronic,,9,,,,Yes,,,
11656,7/31/2017,Cole Sport,Electronic,Yes,14,,,,Yes,Yes,,
11657,7/31/2017,"Yates Berg Klein & Wolpow, LLP",Electronic,Yes,1,Yes,Yes,,,Yes,,
11658,7/31/2017,21c Museum Hotels LLC,Electronic,,71,,,,Yes,,,
11659,7/31/2017,The Village Bank,Electronic,,1,,,,,,,
11660,7/31/2017,Dolby Laboratories Inc.,Electronic,,1,,,,Yes,,,
11662,7/31/2017,"Desert Palace, Inc. d/b/a CaesarsPalace",Electronic,,2,,,,Yes,Yes,,
11663,7/31/2017,Mutual One Bank,Electronic,,6,,,,Yes,,,
11664,8/1/2017,Intuit Inc.,Electronic,,1,Yes,Yes,Yes,,,,
11665,8/1/2017,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
11666,8/1/2017,St. Mary's Credit Union,Electronic,,42,,,,Yes,,,
11667,8/1/2017,St. Mary's Credit Union,Electronic,,1,,Yes,,Yes,,,
11668,8/2/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11669,8/2/2017,Ericsson Inc.,Electronic,,1,,,,Yes,,,
11670,8/2/2017,US Residential Group LLC,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
11671,8/2/2017,Citizens Financial Group,Electronic,,7,,,,Yes,,,
11672,8/2/2017,Pilgrim Bank,Electronic,,3,,,,Yes,,,
11673,8/2/2017,Adams Community Bank,Electronic,,3,,,,Yes,,,
11674,8/2/2017,"The Commonwealth ofMassachusetts Department ofRevenue",Electronic,Yes,1,Yes,,,,,,
11675,8/2/2017,The Village Bank,Electronic,,55,,,,Yes,,,
11676,8/2/2017,Eagle Bank,Electronic,,55,,,,Yes,,,
11677,8/2/2017,"Manning & Napier Advisors, LLC",Electronic,Yes,1,,Yes,,,,,
11680,8/2/2017,Spaulding Rehabilitation Hospital,Paper,Yes,1,,Yes,,,Yes,,
11682,8/2/2017,Fidelity Investments,Paper,Yes,1,,Yes,,,,,
11683,8/3/2017,The Village Bank,Electronic,,1,,,,Yes,,,
11684,8/3/2017,Salem Five,Electronic,,3,,,,Yes,,,
11686,8/3/2017,The Vanguard Group Inc.,Paper,,1,,Yes,,,,,
11891,8/3/2017,Eagle Bank,Electronic,,3,,,,Yes,,,
11687,8/4/2017,Martha's Vineyard Hospital,,,1,Yes,,,,,,
11688,8/4/2017,Salem Five,Electronic,,1,Yes,,,,,,
11689,8/4/2017,Salem Five,Electronic,,2,,,,Yes,,,
11690,8/4/2017,Pilgrim Bank,Electronic,,1,,,,Yes,,,
11691,8/4/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
11681,8/4/2017,Watertown Savings Bank,Electronic,,190,,,,Yes,,,
11709,8/4/2017,WNET,Paper,Yes,8,Yes,Yes,,,Yes,,
11710,8/4/2017,Tiffany & Co.,Electronic,,2,,,,Yes,,,
11711,8/4/2017,State Industrial Products,Electronic,,1,,,,Yes,,,
11712,8/4/2017,Botwinick & Co. LLC,Electronic,Yes,20,,,,,Yes,,
11713,8/4/2017,Bay State Savings Bank,Electronic,,51,,,,Yes,,,
11678,8/4/2017,Mutual One Bank,Electronic,,1,,,,Yes,,,
11679,8/4/2017,Mutual One Bank,Electronic,,2,,,,Yes,,,
11692,8/7/2017,Rockland Trust Company,Paper,,1,,Yes,,,Yes,,
11693,8/7/2017,The Vanguard Group Inc,Paper,Yes,2,Yes,Yes,,,Yes,,
11694,8/7/2017,Signature Hardware Inc,Electronic,,2,,,,Yes,Yes,,
11696,8/8/2017,Intuit Inc.,Electronic,Yes,3,Yes,Yes,Yes,,Yes,,
11697,8/8/2017,Standex International Corporation,Electronic,Yes,3,Yes,,Yes,,Yes,,
11698,8/8/2017,Hamilton Zanze & Company,Electronic,Yes,7,Yes,,,,Yes,,Yes
11714,8/8/2017,"Saddle Ridge Partners, LLC dbaWizard Labs",Electronic,Yes,40,,,,Yes,Yes,,
