"Assigned_Breach_Number",Date_Reported_To_OCA,Organization_Name,"Breach_Type_Description","Breach_Occur_at_the_Reporting_Entity?","MA_Residents_Affected",SSN_Breached,"Account_Number_Breached","Drivers_Licenses_Breached","Credit_Debit_Numbers_Breached","Provided_Credit_Monitoring","Data_Encrypted","Mobile_Device_Lost_Stolen"
13272,7/6/2018,Winchester Savings Bank,Electronic,,3,,,,Yes,,,
13273,7/6/2018,The International Mission Board,Electronic,,314,Yes,,,,Yes,,
13351,7/6/2018,"Malcom and Baker, CPAs &
Associates, Inc.",Electronic,,3,Yes,,,,Yes,,
13111,7/7/2018,"American Express Travel Related
Services Company Inc",Electronic,,37,,,,Yes,,,
13280,7/9/2018,Main Street Bank,Electronic,,8,,,,Yes,,,
13281,7/9/2018,"SJ Gorowitz Accounting & Tax
Services PC",Electronic,Yes,1,Yes,Yes,,,Yes,,
13282,7/9/2018,"Coty, Inc.",Electronic,,87,Yes,,,,,,
13283,7/9/2018,"Coldwater Direct, LLC",Undefined,,4,,,,Yes,Yes,,
13277,7/9/2018,Bank of America,Electronic,Yes,2,,Yes,,,Yes,,
13287,7/9/2018,"The Vanguard Group, Inc.",Electronic,Yes,1,,Yes,,,,,
13288,7/9/2018,Jewish Federation of Cincinnati,Electronic,Yes,8,Yes,Yes,,,Yes,,
13284,7/10/2018,St. Mary's Credit Union,Electronic,,9,,,,Yes,,,
13286,7/10/2018,MedEvolve,Electronic,Yes,368,Yes,,,,Yes,,
13290,7/11/2018,St. Mary's Credit Union,Electronic,Yes,1,,Yes,,,,,
13291,7/11/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
13292,7/11/2018,"The Prudential Insurance
Company of America",Paper,Yes,1,,,Yes,,Yes,,
13293,7/11/2018,Tricom,Electronic,Yes,1,Yes,Yes,,,Yes,,
13294,7/11/2018,Dunkin Brands Inc,Electronic,Yes,1,,Yes,,,,,
13295,7/11/2018,Tommie Copper Inc.,Electronic,Yes,636,,,,Yes,,,
13296,7/11/2018,The Fruitful Yield Inc,Electronic,,16,,,,Yes,Yes,,
13297,7/12/2018,The Simon Companies,Paper,Yes,11,Yes,Yes,Yes,,Yes,,
13298,7/12/2018,Mortgage Network Inc,Paper,Yes,1,Yes,Yes,,Yes,Yes,,
13299,7/12/2018,CNU Online Holdings LLC,Electronic,,1,Yes,,,,,,
13301,7/12/2018,Northwestern Mutual Life Ins Co,Electronic,Yes,1,Yes,Yes,,,,,
13302,7/13/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
13303,7/13/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13304,7/13/2018,Howard University,Electronic,Yes,4,Yes,Yes,Yes,,Yes,,
13305,7/13/2018,Sanford Heisler Sharp LLP,Electronic,Yes,3,Yes,Yes,,,Yes,,
13306,7/13/2018,"The Paquin Healthcare
Companies Inc",Electronic,Yes,6,,,,Yes,,,
13307,7/13/2018,"Platinum Partners Credit
Opportunities Master Fund LP",Electronic,Yes,3,Yes,,,,Yes,,
13308,7/13/2018,Rockland Trust Company,Paper,,1,,Yes,,,Yes,,
13309,7/13/2018,American General Life Ins Co,Paper,Yes,1,Yes,,,,Yes,,
13310,7/13/2018,Purdy Insurance,Electronic,,2,,,Yes,,Yes,,
13300,7/13/2018,"American Express Travel Related
Services Co Inc",Electronic,,1,,,,Yes,,,
13311,7/16/2018,Umass Memorial Health Care,Electronic,Yes,1,Yes,,,,Yes,,
13312,7/16/2018,New England Baptist Hospital,Paper,Yes,1,,,,Yes,,,
13313,7/16/2018,Winchester Savings Bank,Electronic,,2,,,,Yes,,,
13314,7/16/2018,Dedham Savings Bank,Electronic,,9,,,,Yes,Yes,,
13315,7/16/2018,"Appian Way Energy Partnerrs
LLC",Electronic,,50,Yes,Yes,,,Yes,,
13316,7/16/2018,STX LLC,Electronic,Yes,2,,,,Yes,,,
13317,7/16/2018,Pure Storage Inc,Electronic,,3,Yes,,,,Yes,,
13318,7/16/2018,Pinnacle Trailer Sales Inc,Electronic,Yes,2,Yes,Yes,,,Yes,,
13319,7/16/2018,EBSCO Sign Group LLC,Electronic,,17,,,,Yes,,,
13320,7/16/2018,"City of Bozeman, Montana",Electronic,Yes,4,,,,Yes,,,
13321,7/16/2018,Putnam Investments,Electronic,,11,Yes,,,,Yes,,
13323,7/16/2018,Alliant Credit Union,Electronic,Yes,1,Yes,,,,Yes,,
13324,7/17/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
13325,7/17/2018,Dedham Savings Bank,Electronic,,84,,,,Yes,Yes,,
13326,7/17/2018,Captial One,Electronic,,30,,Yes,,Yes,,,
13327,7/17/2018,Savers Bank,Electronic,,2,,,,Yes,,,
13328,7/17/2018,Massachusetts General Hospital,Paper,Yes,1,,,,,,,
13329,7/17/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13322,7/17/2018,"Vacation Resorts International,
Inc. (VRI)",Electronic,Yes,11,Yes,Yes,Yes,,Yes,,
13331,7/18/2018,Discover,Electronic,,1101,,,,Yes,,,
13332,7/18/2018,Mutual One Bank,Electronic,Yes,1,,,,Yes,,,
13333,7/18/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13334,7/18/2018,"Heacock Ins Group LLC and
Heacock Payroll LLC",Electronic,Yes,1,Yes,,,,Yes,,
13335,7/18/2018,Ruben U Carvajal MD,Electronic,Yes,1,Yes,,,,Yes,,
13336,7/18/2018,"Blue Springs Family Care, PC",Electronic,,6,Yes,Yes,Yes,,,,
13337,7/18/2018,Delta Global Services,Electronic,Yes,28,Yes,,,,Yes,,
13338,7/18/2018,CBIZ MHM LLC,Electronic,Yes,6,Yes,Yes,Yes,,Yes,,
13339,7/19/2018,"American Express Travel Related
Services Co Inc",Electronic,,9740,,,,Yes,,,
13340,7/19/2018,Cottage Class Inc,Electronic,,1,Yes,,,,,,
13341,7/19/2018,Helly Hansen AS,Electronic,,80,,,,Yes,,,
13342,7/19/2018,Parents Helping Parents of MA,Electronic,Yes,1,,,,,Yes,,
13343,7/20/2018,Connect Your Care LLC,Electronic,Yes,12,Yes,,,,Yes,,
13344,7/20/2018,Pilgrim Bank,Electronic,,3,,,,Yes,,,
13345,7/20/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
13346,7/20/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13347,7/20/2018,Eastern Bank,Electronic,,165,,,,Yes,,,
13348,7/20/2018,"DSCI, LLC dba TPx
Communications",Electronic,Yes,4,Yes,,,,Yes,,
13349,7/20/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13350,7/20/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13352,7/20/2018,ST. MARY'S CREDIT UNION,Electronic,,5,,Yes,,,,,
13353,7/20/2018,THE VILLAGE BANK,Electronic,,5,,,,Yes,,,
13354,7/20/2018,THE VILLAGE BANK,,,2,,,,Yes,,,
13355,7/20/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13356,7/20/2018,CDF Corporations,,Yes,136,Yes,,,,Yes,,
13357,7/20/2018,Clark University,Electronic,Yes,5,Yes,,Yes,,Yes,,
13358,7/20/2018,Stoneleigh Recovery Associates,Paper,Yes,1,Yes,,,,Yes,,
13359,7/20/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13360,7/20/2018,Rockland Trust Company,Paper,,1,,Yes,,,Yes,,
13361,7/20/2018,"Boys Town National Research
Hospital",Electronic,Yes,4,Yes,,,,Yes,,
13362,7/23/2018,"Sheet Metal Workers' Nationa
Pension Fund",Paper,Yes,14,Yes,,,,Yes,,
13363,7/23/2018,"Kaplan, Plavin & Steinhardt LLP",Electronic,Yes,19,Yes,Yes,Yes,,Yes,,
13364,7/23/2018,Orlando Orthopaedic Center,Electronic,Yes,1,Yes,,,,Yes,,
13365,7/24/2018,ComplyRight Inc,Electronic,Yes,13592,Yes,,,,,,
13366,7/24/2018,Citzens Financial Group,Electronic,Yes,219,,,,Yes,,,
13367,7/24/2018,Optoma Technology Inc,Electronic,,19,,,,Yes,,,
13368,7/25/2018,State Street Bank,Electronic,Yes,1,,Yes,,,Yes,,
13369,7/25/2018,"Councilor, Buchanan & Mitchell
PC",Electronic,,2,Yes,Yes,,,Yes,,
13370,7/25/2018,TradeMotion,Electronic,Yes,1752,,,,Yes,Yes,,
13371,7/25/2018,Autmated Pet Care Products,Electronic,Yes,73,,,,Yes,Yes,,
13372,7/25/2018,ABM Mechanical Inc,Electronic,Yes,1,Yes,,Yes,,Yes,,
13373,7/25/2018,Welk Resort Group Inc,Electronic,Yes,3,Yes,Yes,Yes,Yes,Yes,,
13374,7/26/2018,"HSBC Bank USA, National
Association",Electronic,Yes,1,,Yes,,,Yes,,
13375,7/26/2018,"HSBC Bank USA, National
Association",Electronic,Yes,2,,Yes,,,Yes,,
13376,7/26/2018,Serenity at Sumit,Paper,Yes,1,,,,Yes,Yes,,
13377,7/26/2018,SVAM International Inc,Electronic,Yes,9,,,,,Yes,,
13378,7/26/2018,Matrix Design Group Inc,Electronic,Yes,1,Yes,,Yes,,Yes,,
13386,7/26/2018,Mutual One Bank,,,2,,,,Yes,,,
13387,7/26/2018,Massachusetts General Hospital,Paper,Yes,1,,,,,,,
13388,7/26/2018,Savers Bank,Electronic,,3,,,,Yes,,,
13381,7/26/2018,Concannon Miller & Co PC,Electronic,Yes,8,Yes,,,,Yes,,
13382,7/27/2018,"The Prudential Insurance
Company of America",Electronic,Yes,1,Yes,,,,Yes,,
13383,7/27/2018,"The Prudential Insurance
Company of America",Electronic,Yes,1,,Yes,,,Yes,,
13389,7/27/2018,Sunspire Health,Electronic,,6,Yes,Yes,Yes,Yes,Yes,,
13379,7/27/2018,Winchester Savings Bank,Electronic,Yes,1,,,,Yes,,,
13380,7/27/2018,MEBA Benefit Plans,Paper,Yes,3,Yes,,,,Yes,,
13390,7/30/2018,Plant Therapy,Electronic,,201,,,,Yes,Yes,,
13391,7/30/2018,Loyola University of Chicago,Electronic,Yes,5,Yes,,,,Yes,,
13392,7/30/2018,UnityPoint Health,Electronic,Yes,178,Yes,Yes,Yes,Yes,Yes,,
13393,7/30/2018,ZP Group,Electronic,Yes,14,Yes,,,,,,
13396,7/30/2018,MedEvolve,Electronic,Yes,409,,,,,Yes,,
13397,7/30/2018,Clarkson PLC,Electronic,Yes,11,Yes,Yes,,,Yes,,
13398,7/30/2018,"CooperVision, Inc.",Electronic,,2,Yes,Yes,,,,,
13384,7/30/2018,Yale University,Electronic,Yes,4,Yes,,,,Yes,,
13385,7/30/2018,Yale University,Electronic,Yes,6871,Yes,,,,Yes,,
13399,7/31/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13400,7/31/2018,Apex Systems LLC,Electronic,Yes,4,,Yes,,,Yes,,
13401,7/31/2018,Eagle Bank,Electronic,,19,,,,Yes,,,
13402,8/1/2018,North Carolina State University,Electronic,Yes,2,Yes,,,,,,
13403,8/1/2018,Compass Bank,Paper,,131,Yes,Yes,Yes,Yes,Yes,,
13404,8/1/2018,The Hartford,Electronic,,7,Yes,,,,Yes,,
13405,8/1/2018,The Mortgage Network,Electronic,Yes,1,Yes,Yes,,Yes,,,
13407,8/2/2018,Golightly Bookkeeping Services,Electronic,Yes,20,Yes,,,,,,
13408,8/2/2018,Watertown Savings Bank,Electronic,,3,,,,Yes,,,
13409,8/2/2018,St Marys Credit Union,Electronic,,1,,Yes,,Yes,,,
13410,8/2/2018,Yoakum National Bank,Electronic,Yes,1,Yes,,,,Yes,,
13412,8/2/2018,"American Express Travel Related
Services Company Inc",Electronic,,271,,,,Yes,Yes,,
13413,8/3/2018,MetLife,Both,Yes,1,Yes,Yes,,,Yes,,
13414,8/3/2018,Winchester Savings Bank,Electronic,,2,,,,Yes,,,
13415,8/3/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13416,8/3/2018,"American Express Travel Related
Services Company Inc",Electronic,,237,,,,Yes,,,
13418,8/3/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13419,8/3/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13411,8/3/2018,"American Express Travel Related
Services Company Inc",Electronic,,176,,,,Yes,,,
13421,8/3/2018,"Colorado Bankers Life Insurance
Company",Electronic,,302,Yes,Yes,,Yes,,,
13422,8/3/2018,"North American Power & Gas,
LLC",Electronic,,95,Yes,Yes,Yes,,Yes,,
13423,8/3/2018,"The Penn Mutual Life Insurance
Company",Paper,,2,Yes,,,,Yes,,
13428,8/3/2018,Supernova Lending LLC,Electronic,Yes,1,Yes,,,,Yes,,
13406,8/3/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
13429,8/6/2018,Feld Entertainment Inc,Electronic,,2,,Yes,,,Yes,,
13430,8/6/2018,"American Express Travel Related
Services Company Inc",Electronic,,176,,,,Yes,,,
13431,8/6/2018,Leader Bank,Electronic,Yes,157,,Yes,,,,,
13432,8/6/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13433,8/6/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13434,8/6/2018,Savers Bank,Electronic,,2,,,,Yes,,,
13425,8/6/2018,"The Commonwealth of
Massachusetts- Department of
Revenue",Paper,Yes,1,Yes,,,,,,
13426,8/6/2018,MUTUAL ONE BANK,Electronic,,1,,,,Yes,,,
13427,8/6/2018,"PENNSYLVANIA
MANUFACTURERS'
ASSOCIATION INSURANCE
COMPANY",Undefined,Yes,36,Yes,,,,Yes,,
13436,8/7/2018,"American Express Travel Related
Services Company Inc",Electronic,,4,,,,Yes,,,
13437,8/7/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13438,8/7/2018,"American Institute of Aeronautics
and Astronautics",Electronic,,13,Yes,Yes,,,Yes,,
13420,8/7/2018,St. Mary's Credit Union,Electronic,,1,,,,Yes,,,
13439,8/8/2018,Exam One,Paper,Yes,1,Yes,,Yes,,Yes,,
13440,8/8/2018,St. Mary's Credit Union,Electronic,,2,,Yes,,,,,
13442,8/8/2018,Dedham Savings Bank,Electronic,,1,,,,Yes,Yes,,
13443,8/9/2018,Eagle Bank,Electronic,,4,,,,Yes,,,
13444,8/9/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,,,,
13445,8/9/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
13446,8/9/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
13447,8/9/2018,The Arc Greater Plymouth,Paper,Yes,3,,,,,,,
13448,8/9/2018,"American Express Travel Related
Services Company, Inc.",Electronic,,271,,,,Yes,Yes,,
13449,8/9/2018,Bank of America,Electronic,,42,,,,Yes,Yes,,
13441,8/9/2018,St. Mary's Credit Union,Electronic,,10,,,,Yes,,,
13450,8/10/2018,THE VILLAGE BANK,Electronic,,17,,,,Yes,,,
13451,8/10/2018,THE VILLAGE BANK,Electronic,,3,,,,Yes,,,
13452,8/10/2018,THE VILLAGE BANK,Electronic,,2,,,,Yes,,,
13453,8/10/2018,"Gallagher Bassett Services, Inc.",Undefined,Yes,154,Yes,,,,Yes,,
13454,8/10/2018,THE VILLAGE BANK,Electronic,,2,,,,Yes,,,
13455,8/10/2018,"JPMorgan Chase Bank, N.A.",Electronic,Yes,14,Yes,Yes,,,Yes,,
13456,8/10/2018,CCRM San Francisco,Electronic,Yes,6,Yes,Yes,Yes,,Yes,,
13457,8/10/2018,Savers Bank,Electronic,,1,,,,,,,
13458,8/10/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13459,8/13/2018,WINCHESTER SAVINGS BANK,Electronic,,1,,,,Yes,,,
13460,8/13/2018,Dallas Baptist University,Electronic,Yes,1,Yes,,,,Yes,,
13461,8/13/2018,MutualOne Bank,Electronic,,1,,,,Yes,,,
13462,8/13/2018,"American Express Travel Related
Services Company, Inc.",Electronic,,6,,,,Yes,,,
13499,8/13/2018,Eastern Bank,Electronic,,220,,Yes,,Yes,,,
13463,8/14/2018,Town of Easton,Electronic,,655,Yes,,,,Yes,,
13464,8/14/2018,Fidelity Investments,Electronic,Yes,1,Yes,Yes,,,Yes,,
13465,8/14/2018,Delicato Viineyards,Electronic,,8,Yes,,,,Yes,,
13466,8/14/2018,Savers Bank,Electronic,,15,,,,Yes,,,
13467,8/15/2018,"MIIA Property and Casualty
Group, Inc.",Both,,7,Yes,,,,Yes,,
13468,8/15/2018,"American Express Travel Related
Services Company, Inc.",Electronic,,3,,,,Yes,,,
13469,8/15/2018,"The Vanguard Group, Inc.",Electronic,,1,Yes,Yes,,,Yes,,
13470,8/15/2018,Dedham Savings,Electronic,,8,,,,Yes,Yes,,
13471,8/15/2018,"CNG Financial Corporation, Inc.
and its administrative services
entity Axcess Financial Services,
In",Electronic,,4,Yes,,,,Yes,,
13472,8/15/2018,"American Express Travel Related
Services Company, Inc. and/or its
Affiliates (""AXP"")",Electronic,,1,,,,Yes,,,
13500,8/16/2018,LA Fashion Enterprise LTD,Electronic,,12,,,,Yes,Yes,,
13474,8/16/2018,Lasell College,Electronic,Yes,27,Yes,Yes,,,Yes,,
13482,8/16/2018,"Gordon Schanzlin New Vision
Institute",Paper,,9,Yes,,,,Yes,,
13483,8/16/2018,"Chapman & Chapman, Inc.",Electronic,,3,Yes,,,,Yes,,
13484,8/17/2018,Dedham Savings,Electronic,,19,,,,Yes,,,
13485,8/17/2018,BMW Bank of North America,Electronic,Yes,1,,Yes,,,Yes,,
13486,8/17/2018,Chinus Asset Management LLC,Electronic,Yes,1,Yes,,Yes,,Yes,,
13492,8/17/2018,Cricket Wireless LLC,Undefined,Yes,1,,,,Yes,,,
13501,8/17/2018,Creative Services Inc.,Paper,Yes,1,Yes,Yes,Yes,,Yes,,
13503,8/20/2018,Discover Financial Services,Electronic,,63,,,,Yes,,,
13480,8/20/2018,Main Street Bank,Electronic,,2,,,,Yes,,,
13489,8/20/2018,Main Street Bank,Electronic,,4,,,,Yes,,,
13490,8/20/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13491,8/20/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13487,8/20/2018,Cortland Partners,Electronic,Yes,3,Yes,Yes,,,Yes,,
13508,8/20/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13488,8/21/2018,"Massachusetts Mutual Life
Insurance Company",Electronic,,1,Yes,,,,Yes,,
13475,8/21/2018,"Concept Title Services, Inc.",Electronic,Yes,4,,Yes,Yes,,,,
13476,8/21/2018,Main Street Bank,Electronic,,3,,,,Yes,,,
13504,8/21/2018,"Coldwater Direct, LLC",Undefined,Yes,3,,,,Yes,Yes,,
13502,8/21/2018,Munro and Company Inc,Electronic,Yes,19,,,,,,,
13473,8/21/2018,Cricket Wireless LLC,Electronic,,1,,,,Yes,,,
13514,8/22/2018,"Webster Five Cents Savings
Bank",Electronic,,48,,,,Yes,,,
13511,8/22/2018,Winchester Savings Bank,Electronic,,4,,,,Yes,,,
13493,8/23/2018,St. Mary's Credit Union,Electronic,,1,,Yes,,Yes,,,
13494,8/23/2018,Dedham Savings,Electronic,,70,,,,Yes,Yes,,
13495,8/24/2018,THE VILLAGE BANK,Electronic,,2,,,,Yes,,,
13497,8/24/2018,Winchester Savings Bank,Electronic,,3,,,,Yes,,,
13498,8/24/2018,ST. MARY'S CREDIT UNION,Electronic,,4,,Yes,,,,,
13477,8/24/2018,Cheddar's Scratch Kitchen,Electronic,Yes,,,,,Yes,,,
13515,8/24/2018,REEB Millwork Corporation,Electronic,,92,Yes,Yes,Yes,,Yes,,
13505,8/24/2018,Children's Service's of Roxbury,Paper,,2,Yes,,,,Yes,,
13506,8/24/2018,Capital One,Electronic,Yes,1,Yes,Yes,,,Yes,,
13507,8/27/2018,THE VILLAGE BANK,Electronic,,2,,,,Yes,,,
13516,8/27/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13517,8/27/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13518,8/27/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13519,8/27/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13520,8/27/2018,Main Street Bank,Electronic,,1,,,,Yes,,,
13522,8/27/2018,Main Street Bank,Electronic,,2,,,,Yes,,,
13478,8/27/2018,MutualOne Bank,Electronic,,1,,,,Yes,,,
13479,8/27/2018,Bank of the West,Electronic,,18,Yes,,,,Yes,,
13481,8/27/2018,Salem Five Cent Savings Bank,Electronic,,1,,,,Yes,,,
13512,8/27/2018,"Evalueserve, Inc.",Electronic,,1,Yes,,,,Yes,,
13509,8/27/2018,Rochester Institute of Technology,Electronic,,1,Yes,,,,Yes,,
13510,8/27/2018,Massachusetts General Hospital,Undefined,Yes,1,Yes,,,,,,
13524,8/27/2018,Humana Inc,Electronic,Yes,1,,,Yes,,Yes,,
13525,8/27/2018,Salter Labs,Electronic,Yes,4,,,,Yes,Yes,,
13526,8/27/2018,The Arc of Southern Maryland Inc,Electronic,Yes,1,Yes,Yes,Yes,,Yes,,
13527,8/27/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13528,8/28/2018,St. Mary's Credit Union,Electronic,Yes,3,,Yes,,,,,
13529,8/28/2018,Gannett Co. Inc.,Electronic,,75,Yes,Yes,,,Yes,,
13531,8/28/2018,Orrstown Bank,Electronic,Yes,21,Yes,Yes,,,Yes,,
13539,8/28/2018,"American Express Travel Related
Servcies Company Inc",Electronic,Yes,4,Yes,,,,Yes,,
13523,8/28/2018,Bank of America,Undefined,Yes,10,Yes,Yes,,Yes,Yes,,
13536,8/28/2018,National DCP LLP,Electronic,Yes,1,Yes,,,,Yes,,
13545,8/29/2018,Aqua Finance Inc.,Electronic,Yes,1,Yes,,Yes,Yes,Yes,,
13532,8/29/2018,Exhale Spa,Electronic,Yes,33,Yes,,,,Yes,,
13533,8/29/2018,"Williams - Sonoma, Inc.",Undefined,Yes,1,,,,Yes,,,
13548,8/29/2018,LILLEbaby,Electronic,Yes,883,,,,Yes,,,
13549,8/29/2018,Savers Bank,Electronic,,1,,,,Yes,,,
13550,8/29/2018,Total Wellness Centers LLC,Electronic,,1,Yes,,,,Yes,,
13551,8/29/2018,"Mechanical Construction &
Services Inc",Electronic,Yes,48,Yes,,Yes,,Yes,,
13552,8/29/2018,We Create Goodness LLC,Paper,Yes,7,Yes,,,,Yes,,
13534,8/30/2018,Adams Community Bank,Electronic,,1,,,,Yes,,,
13540,8/30/2018,Sierra Nevada Brewing Co.,Electronic,Yes,3,,,,Yes,Yes,,
13530,8/30/2018,Sage Bank,Electronic,Yes,4,Yes,Yes,,,Yes,,
13537,8/30/2018,Pilgrim Bank,Electronic,,1,,,,Yes,,,
13538,8/30/2018,Savers Bank,Electronic,,1,,,,Yes,,,
14095,8/30/2018,Garretson Resolution Group Inc,Electronic,Yes,25,Yes,,,,Yes,,
13546,8/31/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
13547,8/31/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
13541,8/31/2018,Adams Community Bank,Electronic,,4,,,,Yes,,,
13542,8/31/2018,Mutual One Bank,Electronic,,1,,,,Yes,,,
13543,8/31/2018,MutualOne Bank,Electronic,,1,,,,,,,
13544,8/31/2018,"American Express Travel Related
Services Company, Inc.",Electronic,Yes,4,Yes,Yes,,,Yes,,
13553,8/31/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
13554,8/31/2018,Winchester Savings Bank,Electronic,,2,,,,Yes,,,
13555,8/31/2018,Academy Mortgage Corporation,Electronic,Yes,17,Yes,Yes,,,Yes,,
13556,8/31/2018,North America Risk Services Inc,Electronic,Yes,4,Yes,,,,Yes,,
13557,8/31/2018,Posternak Blankstein & Lund LLP,Electronic,Yes,477,Yes,,Yes,Yes,Yes,,
13558,8/31/2018,Movement Mortgage LLC,Electronic,Yes,285,Yes,Yes,Yes,Yes,Yes,,
13559,8/31/2018,"TKC Holdings, Inc",Electronic,Yes,44,Yes,,,,Yes,,
13560,9/1/2018,"Richard Owen Nursery, Inc. d/b/a
Dutch Gardens USA",Electronic,,486,,,,Yes,,,
13561,9/3/2018,"American Express Travel Related
Services Company, Inc. and /or
its Affiliates",Electronic,,125,,,,Yes,,,
13562,9/4/2018,Adams Community Bank,Electronic,,2,,,,Yes,,,
13567,9/5/2018,Waller & Associates Inc,Electronic,,2,Yes,Yes,,,Yes,,
13564,9/5/2018,St.Mary's Credit Union,Electronic,,2,,,,Yes,Yes,,
13565,9/5/2018,The Village Bank,Electronic,,1,,,,Yes,,,
13580,9/5/2018,Augusta University,Electronic,Yes,74,Yes,,Yes,Yes,Yes,,
13581,9/6/2018,"Bankers Insurance Group, Inc.",Electronic,Yes,3,Yes,,Yes,,Yes,,
13576,9/6/2018,Watertown Savings Bank,Electronic,,10,,,,Yes,,,
13577,9/6/2018,"Enel Green Power North
America, Inc",Electronic,Yes,306,Yes,,,,,,
13578,9/6/2018,Sanibel Captiva Trust Company,Electronic,Yes,2,Yes,Yes,Yes,,Yes,,
13579,9/6/2018,BioMarin Pharmaceutical Inc.,Electronic,Yes,5,Yes,Yes,,,Yes,,
13563,9/6/2018,CVS Health,Electronic,,3,Yes,,,,Yes,,
13568,9/7/2018,Division of Professional Licensure,Electronic,Yes,12,Yes,,,,,,
13569,9/7/2018,Winchester Savings Bank,Electronic,,2,,,,Yes,,,
13570,9/7/2018,Stein Mart Inc,Electronic,,1208,,,,Yes,,,
13571,9/7/2018,Title Nine,Electronic,,4649,,,,Yes,,,
13572,9/7/2018,"Nardella & Taylor, LLP",Electronic,,1255,Yes,Yes,,,Yes,,
13573,9/7/2018,"Zurich American Insurance
Company",Electronic,,19,Yes,,Yes,,Yes,,
13582,9/7/2018,"ESJ Towers, Inc.",Electronic,Yes,3,,,Yes,Yes,,,
13566,9/8/2018,Allsup LLC,Paper,Yes,1,,Yes,,,Yes,,
13574,9/10/2018,The Village Bank,Electronic,,4,,,,Yes,,,
13575,9/10/2018,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
13584,9/10/2018,"Kyocera Document Solutions
New England Inc",Electronic,Yes,50,Yes,,,,Yes,,
13585,9/10/2018,"Roadrunner Transportaton
Systems Inc",Electronic,Yes,63,Yes,Yes,Yes,,Yes,,
13586,9/11/2018,"Carpenter Benefit Funds of
Philadelphia",Electronic,Yes,7,Yes,,,,Yes,,
13587,9/11/2018,Eagle Bank,Electronic,,1,,,,Yes,,,
13588,9/11/2018,Rockland Trust Company,Paper,Yes,1,,Yes,,,Yes,,
13589,9/11/2018,"Beth Israel Deaconess Medical
Center",Electronic,Yes,197,Yes,,,,Yes,,
13590,9/11/2018,"Webster Five Cents Savings
Bank",Electronic,,16,,,,Yes,,,
13591,9/11/2018,Adams Community Bank,Electronic,,4,,,,Yes,,,
13592,9/12/2018,Rockland Trust Company,Paper,Yes,2,,Yes,,,Yes,,
13593,9/12/2018,The Village Bank,Paper,,1,,,,Yes,,,
13594,9/13/2018,Eagle Bank,Electronic,,5,,,,Yes,,,
13595,9/13/2018,"Commonwealth Foreign
Exchange",Electronic,,11,Yes,,Yes,,Yes,,
13596,9/13/2018,Columbus Metropolitan Library,Electronic,Yes,1,Yes,,,,Yes,,
13598,9/13/2018,"Progressive Casualty Insurance
Company",Electronic,,1,,,Yes,,Yes,,
13599,9/13/2018,"American Express Travel Related
Services Company Inc",Electronic,,56,,,,Yes,,,
13600,9/14/2018,VenatoRX Pharmaceuticals Inc,Electronic,Yes,1,Yes,,,,Yes,,
13601,9/14/2018,St. Mary's Credit Union,Electronic,,2,,,,Yes,,,
13602,9/14/2018,Spaulding Rehabilitation Network,Paper,Yes,1,,,,,Yes,,
13603,9/14/2018,"Northeast Rehabilitation Hospital
Network",Paper,Yes,1,,,,,,,
13605,9/14/2018,"Commonwealth of MA- Executive
Office of Health & Human
Services",Paper,,1,Yes,,,,,,
